Calendar Basis,,,
Portfolio, ,Default,
Item, , ,
Frequency,일간,KRW,
Non-Trading Day,Previous,Asc,
Include Weekend,ALL, ,
Term,20100101,Current(20251128),
Symbol,A005930,A005380,A035420
Symbol Name,삼성전자,현대차,NAVER
Kind,SSC,SSC,SSC
Item,S410000700,S410000700,S410000700
Item Name,수정주가(원),수정주가(원),수정주가(원)
Frequency,DAILY,DAILY,DAILY
2022-08-12,"60,200","196,000","265,500"
2022-08-13,"60,200","196,000","265,500"
2022-08-14,"60,200","196,000","265,500"
2022-08-15,"60,200","196,000","265,500"
2022-08-16,"61,000","197,500","259,500"
2022-08-17,"60,400","190,000","258,000"
2022-08-18,"61,500","186,000","250,000"
2022-08-19,"60,900","190,000","248,000"
2022-08-20,"60,900","190,000","248,000"
2022-08-21,"60,900","190,000","248,000"
2022-08-22,"60,000","189,000","245,500"
2022-08-23,"59,100","189,000","241,000"
2022-08-24,"59,000","188,000","241,500"
2022-08-25,"59,700","192,000","244,500"
2022-08-26,"60,000","193,500","242,000"
2022-08-27,"60,000","193,500","242,000"
2022-08-28,"60,000","193,500","242,000"
2022-08-29,"58,600","188,500","234,000"
2022-08-30,"58,800","195,500","238,000"
2022-08-31,"59,700","196,000","240,000"
2022-09-01,"58,400","195,500","236,000"
2022-09-02,"57,500","196,500","234,000"
2022-09-03,"57,500","196,500","234,000"
2022-09-04,"57,500","196,500","234,000"
2022-09-05,"57,100","200,000","236,000"
2022-09-06,"57,100","201,000","235,000"
2022-09-07,"56,000","202,000","231,500"
2022-09-08,"55,600","200,000","231,500"
2022-09-09,"55,600","200,000","231,500"
2022-09-10,"55,600","200,000","231,500"
2022-09-11,"55,600","200,000","231,500"
2022-09-12,"55,600","200,000","231,500"
2022-09-13,"58,100","200,500","238,500"
2022-09-14,"56,800","198,500","230,000"
2022-09-15,"56,000","198,000","225,500"
2022-09-16,"56,200","201,000","220,000"
2022-09-17,"56,200","201,000","220,000"
2022-09-18,"56,200","201,000","220,000"
2022-09-19,"56,400","201,500","218,000"
2022-09-20,"55,800","198,500","218,000"
2022-09-21,"55,300","197,000","213,000"
2022-09-22,"54,400","193,500","206,500"
2022-09-23,"54,500","190,500","210,500"
2022-09-24,"54,500","190,500","210,500"
2022-09-25,"54,500","190,500","210,500"
2022-09-26,"53,900","182,500","204,500"
2022-09-27,"54,200","186,000","204,500"
2022-09-28,"52,900","179,500","200,500"
2022-09-29,"52,600","181,500","196,500"
2022-09-30,"53,100","176,500","193,500"
2022-10-01,"53,100","176,500","193,500"
2022-10-02,"53,100","176,500","193,500"
2022-10-03,"53,100","176,500","193,500"
2022-10-04,"55,200","179,500","176,500"
2022-10-05,"56,000","177,000","164,000"
2022-10-06,"56,300","178,000","167,000"
2022-10-07,"56,200","175,500","160,000"
2022-10-08,"56,200","175,500","160,000"
2022-10-09,"56,200","175,500","160,000"
2022-10-10,"56,200","175,500","160,000"
2022-10-11,"55,400","168,000","158,500"
2022-10-12,"55,800","168,000","162,000"
2022-10-13,"55,200","164,500","158,500"
2022-10-14,"56,300","167,000","165,500"
2022-10-15,"56,300","167,000","165,500"
2022-10-16,"56,300","167,000","165,500"
2022-10-17,"56,600","167,000","167,000"
2022-10-18,"56,500","168,000","172,500"
2022-10-19,"55,800","168,000","168,500"
2022-10-20,"55,500","168,500","168,500"
2022-10-21,"55,900","167,000","166,000"
2022-10-22,"55,900","167,000","166,000"
2022-10-23,"55,900","167,000","166,000"
2022-10-24,"57,500","161,500","164,000"
2022-10-25,"57,700","162,500","165,500"
2022-10-26,"59,400","160,500","159,500"
2022-10-27,"59,500","162,000","161,000"
2022-10-28,"57,300","164,000","160,000"
2022-10-29,"57,300","164,000","160,000"
2022-10-30,"57,300","164,000","160,000"
2022-10-31,"59,400","164,500","169,500"
2022-11-01,"60,000","164,500","170,500"
2022-11-02,"59,600","165,000","174,000"
2022-11-03,"59,200","162,000","169,000"
2022-11-04,"59,400","163,000","174,000"
2022-11-05,"59,400","163,000","174,000"
2022-11-06,"59,400","163,000","174,000"
2022-11-07,"60,200","169,500","169,000"
2022-11-08,"61,800","170,000","177,500"
2022-11-09,"62,000","169,500","180,000"
2022-11-10,"60,400","169,500","176,000"
2022-11-11,"62,900","172,000","193,500"
2022-11-12,"62,900","172,000","193,500"
2022-11-13,"62,900","172,000","193,500"
2022-11-14,"61,900","176,000","188,500"
2022-11-15,"62,400","174,500","192,000"
2022-11-16,"62,700","172,000","189,500"
2022-11-17,"61,400","170,000","188,000"
2022-11-18,"61,800","169,500","185,500"
2022-11-19,"61,800","169,500","185,500"
2022-11-20,"61,800","169,500","185,500"
2022-11-21,"61,400","168,000","182,500"
2022-11-22,"60,600","165,500","180,500"
2022-11-23,"61,000","166,000","181,500"
2022-11-24,"61,400","167,500","188,000"
2022-11-25,"61,000","166,000","185,000"
2022-11-26,"61,000","166,000","185,000"
2022-11-27,"61,000","166,000","185,000"
2022-11-28,"60,100","167,500","180,500"
2022-11-29,"60,600","169,000","182,500"
2022-11-30,"62,200","169,000","187,000"
2022-12-01,"62,600","171,500","187,500"
2022-12-02,"60,400","169,000","185,500"
2022-12-03,"60,400","169,000","185,500"
2022-12-04,"60,400","169,000","185,500"
2022-12-05,"60,300","165,500","191,500"
2022-12-06,"59,200","164,500","185,500"
2022-12-07,"58,900","163,000","183,500"
2022-12-08,"59,200","162,000","185,500"
2022-12-09,"60,400","162,500","195,000"
2022-12-10,"60,400","162,500","195,000"
2022-12-11,"60,400","162,500","195,000"
2022-12-12,"59,500","163,500","193,000"
2022-12-13,"59,700","159,500","193,000"
2022-12-14,"60,500","163,500","193,500"
2022-12-15,"59,300","162,000","182,500"
2022-12-16,"59,500","162,500","180,500"
2022-12-17,"59,500","162,500","180,500"
2022-12-18,"59,500","162,500","180,500"
2022-12-19,"59,500","159,000","183,500"
2022-12-20,"58,600","157,000","180,500"
2022-12-21,"58,000","156,000","180,000"
2022-12-22,"59,100","158,500","184,500"
2022-12-23,"58,100","157,000","178,000"
2022-12-24,"58,100","157,000","178,000"
2022-12-25,"58,100","157,000","178,000"
2022-12-26,"57,900","158,000","178,500"
2022-12-27,"58,100","158,000","181,000"
2022-12-28,"56,600","154,000","180,000"
2022-12-29,"55,300","151,000","177,500"
2022-12-30,"55,300","151,000","177,500"
2022-12-31,"55,300","151,000","177,500"
2023-01-01,"55,300","151,000","177,500"
2023-01-02,"55,500","157,000","179,500"
2023-01-03,"55,400","159,000","178,500"
2023-01-04,"57,800","160,500","182,500"
2023-01-05,"58,200","159,000","186,000"
2023-01-06,"59,000","159,500","185,000"
2023-01-07,"59,000","159,500","185,000"
2023-01-08,"59,000","159,500","185,000"
2023-01-09,"60,700","164,000","196,500"
2023-01-10,"60,400","163,000","193,000"
2023-01-11,"60,500","164,000","195,000"
2023-01-12,"60,500","166,500","194,000"
2023-01-13,"60,800","169,000","195,000"
2023-01-14,"60,800","169,000","195,000"
2023-01-15,"60,800","169,000","195,000"
2023-01-16,"61,100","166,500","200,500"
2023-01-17,"61,000","166,000","193,500"
2023-01-18,"60,400","164,500","195,500"
2023-01-19,"61,500","164,000","196,000"
2023-01-20,"61,800","164,500","196,000"
2023-01-21,"61,800","164,500","196,000"
2023-01-22,"61,800","164,500","196,000"
2023-01-23,"61,800","164,500","196,000"
2023-01-24,"61,800","164,500","196,000"
2023-01-25,"63,400","165,700","202,000"
2023-01-26,"63,900","174,900","204,000"
2023-01-27,"64,600","173,900","211,500"
2023-01-28,"64,600","173,900","211,500"
2023-01-29,"64,600","173,900","211,500"
2023-01-30,"63,300","170,000","207,000"
2023-01-31,"61,000","167,000","202,500"
2023-02-01,"61,800","170,000","205,500"
2023-02-02,"63,500","169,900","211,500"
2023-02-03,"63,800","172,800","223,500"
2023-02-04,"63,800","172,800","223,500"
2023-02-05,"63,800","172,800","223,500"
2023-02-06,"61,600","170,700","215,500"
2023-02-07,"61,900","170,500","219,500"
2023-02-08,"63,100","172,700","230,500"
2023-02-09,"63,000","172,600","230,000"
2023-02-10,"62,800","173,400","230,000"
2023-02-11,"62,800","173,400","230,000"
2023-02-12,"62,800","173,400","230,000"
2023-02-13,"62,900","171,600","223,000"
2023-02-14,"63,200","173,700","224,000"
2023-02-15,"62,200","172,700","215,500"
2023-02-16,"63,700","179,300","220,500"
2023-02-17,"62,600","179,000","215,500"
2023-02-18,"62,600","179,000","215,500"
2023-02-19,"62,600","179,000","215,500"
2023-02-20,"62,700","178,200","219,000"
2023-02-21,"62,100","178,200","215,500"
2023-02-22,"61,100","174,200","211,500"
2023-02-23,"62,000","176,200","213,500"
2023-02-24,"61,300","173,900","208,000"
2023-02-25,"61,300","173,900","208,000"
2023-02-26,"61,300","173,900","208,000"
2023-02-27,"60,500","173,300","208,000"
2023-02-28,"60,600","176,300","208,500"
2023-03-01,"60,600","176,300","208,500"
2023-03-02,"60,800","178,500","206,000"
2023-03-03,"60,500","176,100","205,500"
2023-03-04,"60,500","176,100","205,500"
2023-03-05,"60,500","176,100","205,500"
2023-03-06,"61,500","177,500","214,500"
2023-03-07,"60,700","175,100","211,000"
2023-03-08,"60,300","174,900","202,500"
2023-03-09,"60,100","176,300","202,000"
2023-03-10,"59,500","175,000","199,800"
2023-03-11,"59,500","175,000","199,800"
2023-03-12,"59,500","175,000","199,800"
2023-03-13,"60,000","176,000","202,500"
2023-03-14,"59,000","171,000","196,000"
2023-03-15,"59,800","174,300","196,400"
2023-03-16,"59,900","174,000","197,100"
2023-03-17,"61,300","176,600","198,000"
2023-03-18,"61,300","176,600","198,000"
2023-03-19,"61,300","176,600","198,000"
2023-03-20,"60,200","175,100","201,500"
2023-03-21,"60,300","175,800","200,500"
2023-03-22,"61,100","180,300","207,000"
2023-03-23,"62,300","180,500","204,000"
2023-03-24,"63,000","177,700","202,500"
2023-03-25,"63,000","177,700","202,500"
2023-03-26,"63,000","177,700","202,500"
2023-03-27,"62,100","176,100","199,300"
2023-03-28,"62,900","177,100","199,500"
2023-03-29,"62,700","180,400","199,100"
2023-03-30,"63,200","181,200","201,000"
2023-03-31,"64,000","184,500","202,000"
2023-04-01,"64,000","184,500","202,000"
2023-04-02,"64,000","184,500","202,000"
2023-04-03,"63,100","183,600","198,200"
2023-04-04,"63,600","183,800","201,000"
2023-04-05,"63,900","186,700","199,200"
2023-04-06,"62,300","185,100","191,900"
2023-04-07,"65,000","185,100","193,400"
2023-04-08,"65,000","185,100","193,400"
2023-04-09,"65,000","185,100","193,400"
2023-04-10,"65,700","185,900","193,000"
2023-04-11,"65,900","192,100","199,900"
2023-04-12,"66,000","198,200","198,000"
2023-04-13,"66,100","198,900","196,400"
2023-04-14,"65,100","196,100","199,000"
2023-04-15,"65,100","196,100","199,000"
2023-04-16,"65,100","196,100","199,000"
2023-04-17,"65,300","195,000","197,000"
2023-04-18,"65,600","191,400","192,800"
2023-04-19,"65,500","193,600","191,400"
2023-04-20,"65,300","192,500","191,600"
2023-04-21,"65,700","190,400","190,300"
2023-04-22,"65,700","190,400","190,300"
2023-04-23,"65,700","190,400","190,300"
2023-04-24,"65,200","191,900","190,000"
2023-04-25,"63,600","201,000","186,100"
2023-04-26,"64,100","201,500","188,100"
2023-04-27,"64,600","202,000","188,200"
2023-04-28,"65,500","197,500","192,300"
2023-04-29,"65,500","197,500","192,300"
2023-04-30,"65,500","197,500","192,300"
2023-05-01,"65,500","197,500","192,300"
2023-05-02,"65,700","201,500","193,200"
2023-05-03,"65,400","201,000","192,600"
2023-05-04,"65,100","199,200","196,100"
2023-05-05,"65,100","199,200","196,100"
2023-05-06,"65,100","199,200","196,100"
2023-05-07,"65,100","199,200","196,100"
2023-05-08,"65,900","202,500","207,000"
2023-05-09,"65,300","205,000","211,000"
2023-05-10,"64,600","210,000","210,000"
2023-05-11,"64,200","208,000","211,000"
2023-05-12,"64,100","208,500","213,500"
2023-05-13,"64,100","208,500","213,500"
2023-05-14,"64,100","208,500","213,500"
2023-05-15,"64,500","208,000","212,000"
2023-05-16,"65,400","202,500","207,500"
2023-05-17,"65,000","204,500","213,000"
2023-05-18,"66,200","206,500","212,500"
2023-05-19,"68,400","205,500","216,500"
2023-05-20,"68,400","205,500","216,500"
2023-05-21,"68,400","205,500","216,500"
2023-05-22,"68,500","207,500","215,000"
2023-05-23,"68,400","207,500","212,000"
2023-05-24,"68,500","207,500","203,000"
2023-05-25,"68,800","203,500","206,000"
2023-05-26,"70,300","205,500","202,500"
2023-05-27,"70,300","205,500","202,500"
2023-05-28,"70,300","205,500","202,500"
2023-05-29,"70,300","205,500","202,500"
2023-05-30,"72,300","200,500","201,500"
2023-05-31,"71,400","200,000","199,500"
2023-06-01,"70,900","197,500","204,000"
2023-06-02,"72,200","199,500","204,500"
2023-06-03,"72,200","199,500","204,500"
2023-06-04,"72,200","199,500","204,500"
2023-06-05,"71,700","201,000","204,500"
2023-06-06,"71,700","201,000","204,500"
2023-06-07,"71,000","196,400","205,000"
2023-06-08,"70,900","196,700","200,500"
2023-06-09,"72,000","197,100","200,500"
2023-06-10,"72,000","197,100","200,500"
2023-06-11,"72,000","197,100","200,500"
2023-06-12,"71,000","196,200","200,500"
2023-06-13,"72,000","198,000","201,000"
2023-06-14,"71,900","201,000","199,200"
2023-06-15,"71,500","199,700","200,500"
2023-06-16,"71,800","199,400","202,500"
2023-06-17,"71,800","199,400","202,500"
2023-06-18,"71,800","199,400","202,500"
2023-06-19,"71,200","199,300","198,600"
2023-06-20,"71,400","197,900","198,500"
2023-06-21,"70,500","204,000","189,900"
2023-06-22,"71,300","202,000","191,300"
2023-06-23,"71,600","199,900","188,900"
2023-06-24,"71,600","199,900","188,900"
2023-06-25,"71,600","199,900","188,900"
2023-06-26,"72,400","200,500","188,900"
2023-06-27,"72,600","206,000","185,900"
2023-06-28,"72,700","206,000","184,800"
2023-06-29,"72,400","204,500","183,400"
2023-06-30,"72,200","206,500","182,800"
2023-07-01,"72,200","206,500","182,800"
2023-07-02,"72,200","206,500","182,800"
2023-07-03,"73,000","208,500","189,300"
2023-07-04,"73,000","208,000","188,700"
2023-07-05,"72,000","205,500","186,500"
2023-07-06,"71,600","206,500","195,500"
2023-07-07,"69,900","204,000","195,000"
2023-07-08,"69,900","204,000","195,000"
2023-07-09,"69,900","204,000","195,000"
2023-07-10,"69,500","205,500","193,200"
2023-07-11,"71,500","207,000","197,400"
2023-07-12,"71,900","203,500","202,000"
2023-07-13,"71,900","203,500","199,700"
2023-07-14,"73,400","208,500","204,500"
2023-07-15,"73,400","208,500","204,500"
2023-07-16,"73,400","208,500","204,500"
2023-07-17,"73,300","203,500","206,500"
2023-07-18,"72,000","201,500","209,000"
2023-07-19,"71,700","202,000","204,500"
2023-07-20,"71,000","200,500","204,500"
2023-07-21,"70,300","200,000","206,000"
2023-07-22,"70,300","200,000","206,000"
2023-07-23,"70,300","200,000","206,000"
2023-07-24,"70,400","199,200","203,000"
2023-07-25,"70,000","200,500","201,000"
2023-07-26,"69,800","198,700","197,700"
2023-07-27,"71,700","197,800","211,500"
2023-07-28,"70,600","196,800","211,000"
2023-07-29,"70,600","196,800","211,000"
2023-07-30,"70,600","196,800","211,000"
2023-07-31,"69,800","196,000","227,000"
2023-08-01,"71,100","199,400","233,000"
2023-08-02,"69,900","192,500","227,500"
2023-08-03,"68,800","191,700","223,000"
2023-08-04,"68,300","192,200","223,500"
2023-08-05,"68,300","192,200","223,500"
2023-08-06,"68,300","192,200","223,500"
2023-08-07,"68,500","188,000","234,500"
2023-08-08,"67,600","188,400","223,000"
2023-08-09,"68,900","189,400","227,500"
2023-08-10,"68,000","188,400","225,000"
2023-08-11,"67,500","190,500","222,000"
2023-08-12,"67,500","190,500","222,000"
2023-08-13,"67,500","190,500","222,000"
2023-08-14,"67,300","188,800","221,000"
2023-08-15,"67,300","188,800","221,000"
2023-08-16,"67,000","185,800","222,500"
2023-08-17,"66,700","184,800","218,000"
2023-08-18,"66,300","186,100","212,500"
2023-08-19,"66,300","186,100","212,500"
2023-08-20,"66,300","186,100","212,500"
2023-08-21,"66,600","186,100","214,500"
2023-08-22,"66,600","187,900","221,000"
2023-08-23,"67,100","187,500","215,500"
2023-08-24,"68,200","186,400","229,000"
2023-08-25,"67,100","186,200","211,000"
2023-08-26,"67,100","186,200","211,000"
2023-08-27,"67,100","186,200","211,000"
2023-08-28,"66,800","185,400","213,500"
2023-08-29,"66,800","186,700","218,000"
2023-08-30,"67,100","187,800","217,500"
2023-08-31,"66,900","189,100","214,500"
2023-09-01,"71,000","187,400","214,500"
2023-09-02,"71,000","187,400","214,500"
2023-09-03,"71,000","187,400","214,500"
2023-09-04,"71,200","187,300","211,500"
2023-09-05,"70,700","186,600","212,000"
2023-09-06,"70,000","186,700","214,000"
2023-09-07,"70,400","187,200","216,500"
2023-09-08,"70,300","185,700","215,000"
2023-09-09,"70,300","185,700","215,000"
2023-09-10,"70,300","185,700","215,000"
2023-09-11,"70,800","185,500","211,500"
2023-09-12,"70,500","186,200","219,500"
2023-09-13,"70,900","189,800","222,000"
2023-09-14,"71,700","190,700","225,500"
2023-09-15,"72,000","192,200","229,500"
2023-09-16,"72,000","192,200","229,500"
2023-09-17,"72,000","192,200","229,500"
2023-09-18,"70,200","191,000","221,500"
2023-09-19,"69,800","190,000","219,500"
2023-09-20,"69,600","194,900","217,500"
2023-09-21,"68,900","191,900","210,000"
2023-09-22,"68,800","191,500","208,000"
2023-09-23,"68,800","191,500","208,000"
2023-09-24,"68,800","191,500","208,000"
2023-09-25,"69,400","192,900","206,500"
2023-09-26,"68,600","190,700","201,000"
2023-09-27,"68,400","191,100","201,500"
2023-09-28,"68,400","191,100","201,500"
2023-09-29,"68,400","191,100","201,500"
2023-09-30,"68,400","191,100","201,500"
2023-10-01,"68,400","191,100","201,500"
2023-10-02,"68,400","191,100","201,500"
2023-10-03,"68,400","191,100","201,500"
2023-10-04,"67,500","190,800","191,200"
2023-10-05,"66,700","190,500","189,400"
2023-10-06,"66,000","192,200","190,900"
2023-10-07,"66,000","192,200","190,900"
2023-10-08,"66,000","192,200","190,900"
2023-10-09,"66,000","192,200","190,900"
2023-10-10,"66,400","188,400","191,200"
2023-10-11,"68,200","189,400","193,000"
2023-10-12,"68,900","188,000","193,600"
2023-10-13,"68,000","187,100","191,800"
2023-10-14,"68,000","187,100","191,800"
2023-10-15,"68,000","187,100","191,800"
2023-10-16,"67,300","186,800","189,700"
2023-10-17,"69,400","188,500","188,500"
2023-10-18,"70,500","191,800","186,300"
2023-10-19,"69,500","188,900","181,400"
2023-10-20,"68,800","183,500","180,200"
2023-10-21,"68,800","183,500","180,200"
2023-10-22,"68,800","183,500","180,200"
2023-10-23,"68,400","185,400","178,300"
2023-10-24,"68,500","182,800","187,000"
2023-10-25,"68,000","182,000","189,100"
2023-10-26,"66,700","179,500","181,900"
2023-10-27,"67,300","175,600","185,400"
2023-10-28,"67,300","175,600","185,400"
2023-10-29,"67,300","175,600","185,400"
2023-10-30,"67,300","172,500","186,100"
2023-10-31,"66,900","169,700","187,400"
2023-11-01,"68,600","170,300","187,700"
2023-11-02,"69,700","172,000","190,800"
2023-11-03,"69,600","173,400","200,500"
2023-11-04,"69,600","173,400","200,500"
2023-11-05,"69,600","173,400","200,500"
2023-11-06,"70,900","177,900","205,500"
2023-11-07,"70,900","176,100","200,500"
2023-11-08,"69,900","174,800","197,400"
2023-11-09,"70,300","174,700","198,200"
2023-11-10,"70,500","173,700","194,700"
2023-11-11,"70,500","173,700","194,700"
2023-11-12,"70,500","173,700","194,700"
2023-11-13,"70,400","173,300","192,600"
2023-11-14,"70,800","175,200","198,600"
2023-11-15,"72,200","182,500","205,500"
2023-11-16,"72,800","184,800","203,000"
2023-11-17,"72,500","184,400","202,000"
2023-11-18,"72,500","184,400","202,000"
2023-11-19,"72,500","184,400","202,000"
2023-11-20,"72,700","183,600","202,500"
2023-11-21,"72,800","184,200","204,500"
2023-11-22,"72,800","183,000","207,500"
2023-11-23,"72,400","184,800","205,500"
2023-11-24,"71,700","184,000","205,500"
2023-11-25,"71,700","184,000","205,500"
2023-11-26,"71,700","184,000","205,500"
2023-11-27,"71,300","184,900","206,000"
2023-11-28,"72,700","185,700","207,500"
2023-11-29,"72,700","184,800","207,500"
2023-11-30,"72,800","184,300","208,000"
2023-12-01,"72,000","182,800","206,000"
2023-12-02,"72,000","182,800","206,000"
2023-12-03,"72,000","182,800","206,000"
2023-12-04,"72,600","181,600","210,500"
2023-12-05,"71,200","181,400","213,000"
2023-12-06,"71,700","182,900","213,500"
2023-12-07,"71,500","182,600","212,500"
2023-12-08,"72,600","185,100","217,500"
2023-12-09,"72,600","185,100","217,500"
2023-12-10,"72,600","185,100","217,500"
2023-12-11,"73,000","185,400","217,500"
2023-12-12,"73,500","185,600","213,500"
2023-12-13,"72,800","185,000","213,500"
2023-12-14,"73,100","184,800","223,000"
2023-12-15,"73,300","192,800","226,000"
2023-12-16,"73,300","192,800","226,000"
2023-12-17,"73,300","192,800","226,000"
2023-12-18,"72,900","192,000","223,000"
2023-12-19,"73,400","192,200","222,500"
2023-12-20,"74,800","199,100","220,500"
2023-12-21,"75,000","198,700","216,500"
2023-12-22,"75,900","199,000","215,000"
2023-12-23,"75,900","199,000","215,000"
2023-12-24,"75,900","199,000","215,000"
2023-12-25,"75,900","199,000","215,000"
2023-12-26,"76,600","198,800","215,500"
2023-12-27,"78,000","198,500","223,000"
2023-12-28,"78,500","203,500","224,000"
2023-12-29,"78,500","203,500","224,000"
2023-12-30,"78,500","203,500","224,000"
2023-12-31,"78,500","203,500","224,000"
2024-01-01,"78,500","203,500","224,000"
2024-01-02,"79,600","200,500","227,500"
2024-01-03,"77,000","193,800","222,000"
2024-01-04,"76,600","190,000","223,000"
2024-01-05,"76,600","187,300","220,500"
2024-01-06,"76,600","187,300","220,500"
2024-01-07,"76,600","187,300","220,500"
2024-01-08,"76,500","185,700","226,500"
2024-01-09,"74,700","185,600","229,500"
2024-01-10,"73,600","186,700","231,000"
2024-01-11,"73,200","187,000","231,500"
2024-01-12,"73,100","186,000","230,500"
2024-01-13,"73,100","186,000","230,500"
2024-01-14,"73,100","186,000","230,500"
2024-01-15,"73,900","187,500","229,500"
2024-01-16,"72,600","186,200","230,000"
2024-01-17,"71,000","181,800","219,000"
2024-01-18,"71,700","180,200","216,500"
2024-01-19,"74,700","181,700","215,500"
2024-01-20,"74,700","181,700","215,500"
2024-01-21,"74,700","181,700","215,500"
2024-01-22,"75,100","180,100","217,000"
2024-01-23,"75,200","184,800","218,000"
2024-01-24,"74,000","185,000","218,000"
2024-01-25,"74,100","188,700","213,500"
2024-01-26,"73,400","187,300","216,500"
2024-01-27,"73,400","187,300","216,500"
2024-01-28,"73,400","187,300","216,500"
2024-01-29,"74,400","195,600","212,000"
2024-01-30,"74,300","190,000","209,500"
2024-01-31,"72,700","194,600","200,500"
2024-02-01,"73,600","208,000","202,500"
2024-02-02,"75,200","227,000","221,500"
2024-02-03,"75,200","227,000","221,500"
2024-02-04,"75,200","227,000","221,500"
2024-02-05,"74,300","238,000","208,000"
2024-02-06,"74,400","235,500","205,500"
2024-02-07,"75,000","245,000","204,500"
2024-02-08,"74,100","250,000","206,000"
2024-02-09,"74,100","250,000","206,000"
2024-02-10,"74,100","250,000","206,000"
2024-02-11,"74,100","250,000","206,000"
2024-02-12,"74,100","250,000","206,000"
2024-02-13,"75,200","249,000","205,000"
2024-02-14,"74,000","245,500","202,500"
2024-02-15,"73,000","240,000","203,500"
2024-02-16,"72,800","252,500","205,000"
2024-02-17,"72,800","252,500","205,000"
2024-02-18,"72,800","252,500","205,000"
2024-02-19,"73,800","252,500","203,500"
2024-02-20,"73,300","242,000","202,500"
2024-02-21,"73,000","239,500","202,500"
2024-02-22,"73,100","243,500","202,000"
2024-02-23,"72,900","244,000","200,500"
2024-02-24,"72,900","244,000","200,500"
2024-02-25,"72,900","244,000","200,500"
2024-02-26,"72,800","239,000","199,900"
2024-02-27,"72,900","238,500","200,000"
2024-02-28,"73,200","248,000","204,000"
2024-02-29,"73,400","250,500","195,000"
2024-03-01,"73,400","250,500","195,000"
2024-03-02,"73,400","250,500","195,000"
2024-03-03,"73,400","250,500","195,000"
2024-03-04,"74,900","255,500","192,000"
2024-03-05,"73,700","249,000","188,700"
2024-03-06,"72,900","251,000","189,800"
2024-03-07,"72,200","250,000","189,000"
2024-03-08,"73,300","253,000","188,000"
2024-03-09,"73,300","253,000","188,000"
2024-03-10,"73,300","253,000","188,000"
2024-03-11,"72,400","243,500","189,900"
2024-03-12,"73,300","241,500","190,500"
2024-03-13,"74,100","248,500","188,400"
2024-03-14,"74,300","251,500","186,800"
2024-03-15,"72,300","243,500","186,100"
2024-03-16,"72,300","243,500","186,100"
2024-03-17,"72,300","243,500","186,100"
2024-03-18,"72,800","242,500","184,100"
2024-03-19,"72,800","237,500","182,600"
2024-03-20,"76,900","241,000","183,100"
2024-03-21,"79,300","252,000","184,400"
2024-03-22,"78,900","243,500","188,900"
2024-03-23,"78,900","243,500","188,900"
2024-03-24,"78,900","243,500","188,900"
2024-03-25,"78,200","239,500","188,000"
2024-03-26,"79,900","240,500","188,900"
2024-03-27,"79,800","244,000","189,300"
2024-03-28,"80,800","237,000","187,100"
2024-03-29,"82,400","233,000","187,400"
2024-03-30,"82,400","233,000","187,400"
2024-03-31,"82,400","233,000","187,400"
2024-04-01,"82,000","227,500","194,300"
2024-04-02,"85,000","220,000","192,000"
2024-04-03,"84,100","216,000","193,400"
2024-04-04,"85,300","226,000","194,300"
2024-04-05,"84,500","225,500","193,100"
2024-04-06,"84,500","225,500","193,100"
2024-04-07,"84,500","225,500","193,100"
2024-04-08,"84,500","232,500","189,900"
2024-04-09,"83,600","228,000","189,000"
2024-04-10,"83,600","228,000","189,000"
2024-04-11,"84,100","241,000","183,600"
2024-04-12,"83,700","238,000","185,900"
2024-04-13,"83,700","238,000","185,900"
2024-04-14,"83,700","238,000","185,900"
2024-04-15,"82,200","241,500","182,800"
2024-04-16,"80,000","242,000","179,500"
2024-04-17,"78,900","233,500","179,600"
2024-04-18,"79,600","231,000","180,700"
2024-04-19,"77,600","235,000","182,400"
2024-04-20,"77,600","235,000","182,400"
2024-04-21,"77,600","235,000","182,400"
2024-04-22,"76,100","245,000","180,900"
2024-04-23,"75,500","249,500","180,100"
2024-04-24,"78,600","252,500","183,700"
2024-04-25,"76,300","250,000","182,700"
2024-04-26,"76,700","249,500","181,500"
2024-04-27,"76,700","249,500","181,500"
2024-04-28,"76,700","249,500","181,500"
2024-04-29,"76,700","251,500","184,700"
2024-04-30,"77,500","251,000","184,400"
2024-05-01,"77,500","251,000","184,400"
2024-05-02,"78,000","249,000","188,800"
2024-05-03,"77,600","241,000","194,600"
2024-05-04,"77,600","241,000","194,600"
2024-05-05,"77,600","241,000","194,600"
2024-05-06,"77,600","241,000","194,600"
2024-05-07,"81,300","242,000","194,800"
2024-05-08,"81,300","242,000","190,900"
2024-05-09,"79,700","237,000","188,300"
2024-05-10,"79,200","241,500","188,600"
2024-05-11,"79,200","241,500","188,600"
2024-05-12,"79,200","241,500","188,600"
2024-05-13,"78,400","245,000","184,300"
2024-05-14,"78,300","246,500","184,400"
2024-05-15,"78,300","246,500","184,400"
2024-05-16,"78,200","247,000","188,500"
2024-05-17,"77,400","244,000","187,300"
2024-05-18,"77,400","244,000","187,300"
2024-05-19,"77,400","244,000","187,300"
2024-05-20,"78,900","250,500","184,000"
2024-05-21,"78,400","253,000","183,200"
2024-05-22,"77,700","277,000","182,600"
2024-05-23,"78,300","271,500","182,100"
2024-05-24,"75,900","267,500","179,000"
2024-05-25,"75,900","267,500","179,000"
2024-05-26,"75,900","267,500","179,000"
2024-05-27,"77,200","265,500","179,000"
2024-05-28,"77,600","265,000","177,400"
