Calendar Basis,,,
Portfolio, ,Default,
Item, , ,
Frequency,일간,KRW,
Non-Trading Day,Previous,Asc,
Include Weekend,ALL, ,
Term,20100101,Current(20251128),
Symbol,A005930,A005380,A035420
Symbol Name,삼성전자,현대차,NAVER
Kind,SSC,SSC,SSC
Item,S410000700,S410000700,S410000700
Item Name,수정주가(원),수정주가(원),수정주가(원)
Frequency,DAILY,DAILY,DAILY
2015-07-17,"26,100","123,500","126,580"
2015-07-18,"26,100","123,500","126,580"
2015-07-19,"26,100","123,500","126,580"
2015-07-20,"25,500","124,000","127,781"
2015-07-21,"25,260","133,000","129,984"
2015-07-22,"25,060","131,000","127,180"
2015-07-23,"24,680","138,000","124,577"
2015-07-24,"24,580","139,000","125,178"
2015-07-25,"24,580","139,000","125,178"
2015-07-26,"24,580","139,000","125,178"
2015-07-27,"24,600","145,000","122,374"
2015-07-28,"24,600","145,000","122,173"
2015-07-29,"25,260","146,000","120,571"
2015-07-30,"24,300","150,000","103,747"
2015-07-31,"23,700","149,000","104,749"
2015-08-01,"23,700","149,000","104,749"
2015-08-02,"23,700","149,000","104,749"
2015-08-03,"23,500","143,500","104,148"
2015-08-04,"23,640","144,000","105,349"
2015-08-05,"23,180","145,500","105,149"
2015-08-06,"22,300","139,500","103,347"
2015-08-07,"22,720","138,000","100,342"
2015-08-08,"22,720","138,000","100,342"
2015-08-09,"22,720","138,000","100,342"
2015-08-10,"22,820","140,000","102,345"
2015-08-11,"23,140","139,000","104,749"
2015-08-12,"23,080","146,000","105,750"
2015-08-13,"22,800","144,500","103,947"
2015-08-14,"22,800","144,500","103,947"
2015-08-15,"22,800","144,500","103,947"
2015-08-16,"22,800","144,500","103,947"
2015-08-17,"22,080","143,500","102,145"
2015-08-18,"22,620","146,500","104,548"
2015-08-19,"23,080","148,000","104,949"
2015-08-20,"22,780","149,000","104,348"
2015-08-21,"22,020","146,000","103,347"
2015-08-22,"22,020","146,000","103,347"
2015-08-23,"22,020","146,000","103,347"
2015-08-24,"21,580","142,500","100,142"
2015-08-25,"21,580","147,500","98,440"
2015-08-26,"21,340","150,000","97,939"
2015-08-27,"21,340","147,000","97,638"
2015-08-28,"21,620","144,000","97,739"
2015-08-29,"21,620","144,000","97,739"
2015-08-30,"21,620","144,000","97,739"
2015-08-31,"21,780","149,000","99,241"
2015-09-01,"21,700","146,500","95,335"
2015-09-02,"21,800","151,500","93,332"
2015-09-03,"22,440","152,000","94,234"
2015-09-04,"22,580","150,000","94,033"
2015-09-05,"22,580","150,000","94,033"
2015-09-06,"22,580","150,000","94,033"
2015-09-07,"22,240","152,000","95,035"
2015-09-08,"22,620","156,500","92,431"
2015-09-09,"22,940","155,500","100,342"
2015-09-10,"22,680","156,500","100,142"
2015-09-11,"22,300","156,000","97,839"
2015-09-12,"22,300","156,000","97,839"
2015-09-13,"22,300","156,000","97,839"
2015-09-14,"22,480","154,500","95,335"
2015-09-15,"22,460","156,500","94,234"
2015-09-16,"23,040","163,000","96,437"
2015-09-17,"23,140","163,500","102,145"
2015-09-18,"23,800","165,500","101,945"
2015-09-19,"23,800","165,500","101,945"
2015-09-20,"23,800","165,500","101,945"
2015-09-21,"23,000","159,000","100,142"
2015-09-22,"22,900","164,000","99,341"
2015-09-23,"22,620","157,000","101,143"
2015-09-24,"22,520","158,000","101,344"
2015-09-25,"22,240","162,000","101,744"
2015-09-26,"22,240","162,000","101,744"
2015-09-27,"22,240","162,000","101,744"
2015-09-28,"22,240","162,000","101,744"
2015-09-29,"22,240","162,000","101,744"
2015-09-30,"22,680","164,000","102,746"
2015-10-01,"22,680","168,000","109,355"
2015-10-02,"22,380","167,000","110,156"
2015-10-03,"22,380","167,000","110,156"
2015-10-04,"22,380","167,000","110,156"
2015-10-05,"22,300","164,000","108,754"
2015-10-06,"23,020","158,000","111,358"
2015-10-07,"25,020","160,500","111,759"
2015-10-08,"25,400","162,000","112,359"
2015-10-09,"25,400","162,000","112,359"
2015-10-10,"25,400","162,000","112,359"
2015-10-11,"25,400","162,000","112,359"
2015-10-12,"25,200","159,500","114,963"
2015-10-13,"25,040","163,500","115,964"
2015-10-14,"25,080","163,000","112,560"
2015-10-15,"25,380","162,500","113,962"
2015-10-16,"25,300","161,000","117,567"
2015-10-17,"25,300","161,000","117,567"
2015-10-18,"25,300","161,000","117,567"
2015-10-19,"25,120","161,000","116,966"
2015-10-20,"25,320","162,500","115,764"
2015-10-21,"25,400","163,000","115,163"
2015-10-22,"25,600","162,000","109,555"
2015-10-23,"25,780","158,000","114,362"
2015-10-24,"25,780","158,000","114,362"
2015-10-25,"25,780","158,000","114,362"
2015-10-26,"25,840","159,000","112,560"
2015-10-27,"25,960","159,000","112,960"
2015-10-28,"26,160","155,500","115,564"
2015-10-29,"26,500","153,500","118,568"
2015-10-30,"27,440","156,000","120,170"
2015-10-31,"27,440","156,000","120,170"
2015-11-01,"27,440","156,000","120,170"
2015-11-02,"27,660","158,500","120,771"
2015-11-03,"27,040","162,500","123,976"
2015-11-04,"26,600","165,500","125,378"
2015-11-05,"26,840","165,500","125,979"
2015-11-06,"26,760","164,500","126,179"
2015-11-07,"26,760","164,500","126,179"
2015-11-08,"26,760","164,500","126,179"
2015-11-09,"26,880","165,000","126,980"
2015-11-10,"26,420","162,500","123,776"
2015-11-11,"26,660","163,000","125,178"
2015-11-12,"26,340","160,500","124,176"
2015-11-13,"26,000","156,500","121,372"
2015-11-14,"26,000","156,500","121,372"
2015-11-15,"26,000","156,500","121,372"
2015-11-16,"25,260","158,000","118,568"
2015-11-17,"25,400","157,000","119,970"
2015-11-18,"25,620","158,000","120,170"
2015-11-19,"25,780","159,500","121,973"
2015-11-20,"25,700","158,000","125,578"
2015-11-21,"25,700","158,000","125,578"
2015-11-22,"25,700","158,000","125,578"
2015-11-23,"25,640","157,000","124,977"
2015-11-24,"25,980","155,000","124,376"
2015-11-25,"25,980","151,500","126,179"
2015-11-26,"26,700","152,500","126,780"
2015-11-27,"26,540","151,000","126,580"
2015-11-28,"26,540","151,000","126,580"
2015-11-29,"26,540","151,000","126,580"
2015-11-30,"25,680","147,500","126,379"
2015-12-01,"26,420","153,000","129,584"
2015-12-02,"26,000","152,000","127,982"
2015-12-03,"25,800","153,000","126,780"
2015-12-04,"25,380","151,500","125,178"
2015-12-05,"25,380","151,500","125,178"
2015-12-06,"25,380","151,500","125,178"
2015-12-07,"25,240","150,500","121,773"
2015-12-08,"25,240","150,000","122,774"
2015-12-09,"25,260","151,500","122,574"
2015-12-10,"25,660","151,500","123,776"
2015-12-11,"25,680","148,500","128,182"
2015-12-12,"25,680","148,500","128,182"
2015-12-13,"25,680","148,500","128,182"
2015-12-14,"25,220","150,500","126,780"
2015-12-15,"25,540","151,500","128,783"
2015-12-16,"25,980","153,000","129,384"
2015-12-17,"25,800","155,500","130,786"
2015-12-18,"25,560","154,000","128,182"
2015-12-19,"25,560","154,000","128,182"
2015-12-20,"25,560","154,000","128,182"
2015-12-21,"25,600","152,000","129,784"
2015-12-22,"25,840","153,000","130,786"
2015-12-23,"25,900","151,500","130,786"
2015-12-24,"25,700","151,500","129,584"
2015-12-25,"25,700","151,500","129,584"
2015-12-26,"25,700","151,500","129,584"
2015-12-27,"25,700","151,500","129,584"
2015-12-28,"25,320","151,000","128,382"
2015-12-29,"25,080","149,000","128,582"
2015-12-30,"25,200","149,000","131,787"
2015-12-31,"25,200","149,000","131,787"
2016-01-01,"25,200","149,000","131,787"
2016-01-02,"25,200","149,000","131,787"
2016-01-03,"25,200","149,000","131,787"
2016-01-04,"24,100","144,000","126,580"
2016-01-05,"24,160","143,500","127,581"
2016-01-06,"23,500","140,000","124,777"
2016-01-07,"23,260","137,500","130,585"
2016-01-08,"23,420","136,500","130,585"
2016-01-09,"23,420","136,500","130,585"
2016-01-10,"23,420","136,500","130,585"
2016-01-11,"23,040","140,000","125,778"
2016-01-12,"22,920","139,500","130,185"
2016-01-13,"22,960","140,500","129,984"
2016-01-14,"22,760","141,000","130,385"
2016-01-15,"22,640","138,500","134,190"
2016-01-16,"22,640","138,500","134,190"
2016-01-17,"22,640","138,500","134,190"
2016-01-18,"22,520","139,000","137,595"
2016-01-19,"23,420","140,000","134,190"
2016-01-20,"22,760","136,500","132,989"
2016-01-21,"22,620","137,000","127,982"
2016-01-22,"23,360","139,000","133,790"
2016-01-23,"23,360","139,000","133,790"
2016-01-24,"23,360","139,000","133,790"
2016-01-25,"23,240","137,500","134,791"
2016-01-26,"22,740","136,000","136,193"
2016-01-27,"23,500","137,000","134,991"
2016-01-28,"22,900","135,000","126,379"
2016-01-29,"23,000","133,000","125,778"
2016-01-30,"23,000","133,000","125,778"
2016-01-31,"23,000","133,000","125,778"
2016-02-01,"23,260","132,500","122,774"
2016-02-02,"23,120","129,500","120,170"
2016-02-03,"22,920","129,000","120,371"
2016-02-04,"23,120","132,500","120,571"
2016-02-05,"23,280","133,500","119,970"
2016-02-06,"23,280","133,500","119,970"
2016-02-07,"23,280","133,500","119,970"
2016-02-08,"23,280","133,500","119,970"
2016-02-09,"23,280","133,500","119,970"
2016-02-10,"23,280","133,500","119,970"
2016-02-11,"22,600","131,000","112,760"
2016-02-12,"22,600","137,000","111,358"
2016-02-13,"22,600","137,000","111,358"
2016-02-14,"22,600","137,000","111,358"
2016-02-15,"23,080","139,500","111,358"
2016-02-16,"23,360","141,000","115,163"
2016-02-17,"23,700","147,000","115,163"
2016-02-18,"23,740","147,000","116,565"
2016-02-19,"23,800","149,000","114,763"
2016-02-20,"23,800","149,000","114,763"
2016-02-21,"23,800","149,000","114,763"
2016-02-22,"23,500","147,500","113,161"
2016-02-23,"23,620","149,000","116,966"
2016-02-24,"23,440","149,000","116,165"
2016-02-25,"23,580","147,000","116,565"
2016-02-26,"23,440","147,000","116,165"
2016-02-27,"23,440","147,000","116,165"
2016-02-28,"23,440","147,000","116,165"
2016-02-29,"23,560","147,500","114,563"
2016-03-01,"23,560","147,500","114,563"
2016-03-02,"23,940","150,000","121,973"
2016-03-03,"24,400","147,500","122,173"
2016-03-04,"24,300","147,500","122,774"
2016-03-05,"24,300","147,500","122,774"
2016-03-06,"24,300","147,500","122,774"
2016-03-07,"24,460","146,500","119,970"
2016-03-08,"23,840","148,000","120,972"
2016-03-09,"23,880","149,500","121,773"
2016-03-10,"24,500","148,000","127,180"
2016-03-11,"24,980","149,000","127,381"
2016-03-12,"24,980","149,000","127,381"
2016-03-13,"24,980","149,000","127,381"
2016-03-14,"25,100","148,500","127,180"
2016-03-15,"25,060","147,000","128,382"
2016-03-16,"25,120","146,500","128,182"
2016-03-17,"25,260","146,500","127,381"
2016-03-18,"25,460","150,500","127,982"
2016-03-19,"25,460","150,500","127,982"
2016-03-20,"25,460","150,500","127,982"
2016-03-21,"25,340","154,500","128,582"
2016-03-22,"25,380","159,000","129,984"
2016-03-23,"25,580","158,000","126,980"
2016-03-24,"25,640","155,500","124,977"
2016-03-25,"25,760","153,000","122,774"
2016-03-26,"25,760","153,000","122,774"
2016-03-27,"25,760","153,000","122,774"
2016-03-28,"25,880","154,000","123,575"
2016-03-29,"25,800","155,000","128,182"
2016-03-30,"26,160","155,500","127,581"
2016-03-31,"26,240","152,500","127,581"
2016-04-01,"25,580","149,500","125,778"
2016-04-02,"25,580","149,500","125,778"
2016-04-03,"25,580","149,500","125,778"
2016-04-04,"26,100","144,000","130,385"
2016-04-05,"25,200","144,500","130,585"
2016-04-06,"25,700","144,000","129,984"
2016-04-07,"25,380","146,500","135,192"
2016-04-08,"24,920","146,000","132,788"
2016-04-09,"24,920","146,000","132,788"
2016-04-10,"24,920","146,000","132,788"
2016-04-11,"25,320","146,000","132,989"
2016-04-12,"25,500","148,500","134,190"
2016-04-13,"25,500","148,500","134,190"
2016-04-14,"26,000","152,000","134,791"
2016-04-15,"26,000","151,500","134,791"
2016-04-16,"26,000","151,500","134,791"
2016-04-17,"26,000","151,500","134,791"
2016-04-18,"25,980","154,000","132,388"
2016-04-19,"25,760","153,000","133,990"
2016-04-20,"25,980","151,500","130,986"
2016-04-21,"25,880","154,000","133,589"
2016-04-22,"25,600","151,000","132,788"
2016-04-23,"25,600","151,000","132,788"
2016-04-24,"25,600","151,000","132,788"
2016-04-25,"25,620","149,500","132,588"
2016-04-26,"25,920","153,500","130,986"
2016-04-27,"26,000","149,000","133,189"
2016-04-28,"25,300","148,000","131,987"
2016-04-29,"24,900","143,500","135,592"
2016-04-30,"24,900","143,500","135,592"
2016-05-01,"24,900","143,500","135,592"
2016-05-02,"25,000","142,500","135,793"
2016-05-03,"25,220","142,500","135,392"
2016-05-04,"25,800","139,000","136,193"
2016-05-05,"25,800","139,000","136,193"
2016-05-06,"25,800","139,000","136,193"
2016-05-07,"25,800","139,000","136,193"
2016-05-08,"25,800","139,000","136,193"
2016-05-09,"25,980","135,500","140,199"
2016-05-10,"25,920","139,500","141,601"
2016-05-11,"25,840","139,000","138,797"
2016-05-12,"25,620","136,500","135,392"
2016-05-13,"25,060","135,000","135,592"
2016-05-14,"25,060","135,000","135,592"
2016-05-15,"25,060","135,000","135,592"
2016-05-16,"24,960","135,500","138,597"
2016-05-17,"25,280","134,500","138,997"
2016-05-18,"25,360","133,000","139,798"
2016-05-19,"25,400","134,500","140,399"
2016-05-20,"25,380","132,000","137,795"
2016-05-21,"25,380","132,000","137,795"
2016-05-22,"25,380","132,000","137,795"
2016-05-23,"25,720","133,000","138,196"
2016-05-24,"25,420","133,500","138,997"
2016-05-25,"25,900","135,000","141,000"
2016-05-26,"25,920","135,000","140,800"
2016-05-27,"25,640","136,000","140,199"
2016-05-28,"25,640","136,000","140,199"
2016-05-29,"25,640","136,000","140,199"
2016-05-30,"25,600","136,500","142,202"
2016-05-31,"25,840","139,500","144,205"
2016-06-01,"26,660","138,000","137,595"
2016-06-02,"27,300","138,000","139,598"
2016-06-03,"27,540","138,500","141,601"
2016-06-04,"27,540","138,500","141,601"
2016-06-05,"27,540","138,500","141,601"
2016-06-06,"27,540","138,500","141,601"
2016-06-07,"27,960","139,500","141,601"
2016-06-08,"28,120","139,500","144,605"
2016-06-09,"28,600","139,000","144,205"
2016-06-10,"28,120","139,000","144,205"
2016-06-11,"28,120","139,000","144,205"
2016-06-12,"28,120","139,000","144,205"
2016-06-13,"27,420","135,500","139,598"
2016-06-14,"27,600","138,500","139,598"
2016-06-15,"28,260","135,500","139,598"
2016-06-16,"28,180","134,500","140,399"
2016-06-17,"28,520","134,500","137,996"
2016-06-18,"28,520","134,500","137,996"
2016-06-19,"28,520","134,500","137,996"
2016-06-20,"28,620","136,500","138,597"
2016-06-21,"28,960","138,000","139,598"
2016-06-22,"28,900","140,000","146,207"
2016-06-23,"28,600","141,000","149,612"
2016-06-24,"28,000","139,500","148,010"
2016-06-25,"28,000","139,500","148,010"
2016-06-26,"28,000","139,500","148,010"
2016-06-27,"27,960","141,500","142,202"
2016-06-28,"27,980","139,000","144,004"
2016-06-29,"27,920","139,000","142,803"
2016-06-30,"28,500","135,500","142,202"
2016-07-01,"29,320","137,000","142,803"
2016-07-02,"29,320","137,000","142,803"
2016-07-03,"29,320","137,000","142,803"
2016-07-04,"29,320","137,000","145,607"
2016-07-05,"29,380","135,000","150,213"
2016-07-06,"28,420","130,000","149,212"
2016-07-07,"29,000","131,000","150,814"
2016-07-08,"29,200","130,500","150,213"
2016-07-09,"29,200","130,500","150,213"
2016-07-10,"29,200","130,500","150,213"
2016-07-11,"29,780","131,000","151,014"
2016-07-12,"29,280","132,000","151,214"
2016-07-13,"29,620","135,500","151,815"
2016-07-14,"30,000","131,500","147,009"
2016-07-15,"30,360","133,000","143,403"
2016-07-16,"30,360","133,000","143,403"
2016-07-17,"30,360","133,000","143,403"
2016-07-18,"30,660","132,000","142,602"
2016-07-19,"30,660","130,000","143,804"
2016-07-20,"30,800","129,500","139,197"
2016-07-21,"30,860","130,000","141,000"
2016-07-22,"30,320","129,000","141,200"
2016-07-23,"30,320","129,000","141,200"
2016-07-24,"30,320","129,000","141,200"
2016-07-25,"30,040","135,500","142,202"
2016-07-26,"30,600","136,000","142,202"
2016-07-27,"30,540","137,000","142,602"
2016-07-28,"30,140","136,000","142,202"
2016-07-29,"30,780","132,000","142,202"
2016-07-30,"30,780","132,000","142,202"
2016-07-31,"30,780","132,000","142,202"
2016-08-01,"31,360","135,500","140,399"
2016-08-02,"30,960","134,000","142,803"
2016-08-03,"30,340","132,000","141,200"
2016-08-04,"30,340","130,500","141,601"
2016-08-05,"31,220","133,000","144,805"
2016-08-06,"31,220","133,000","144,805"
2016-08-07,"31,220","133,000","144,805"
2016-08-08,"31,380","133,000","150,013"
2016-08-09,"31,340","136,500","151,214"
2016-08-10,"30,820","134,000","155,220"
2016-08-11,"31,180","134,500","155,821"
2016-08-12,"30,900","136,000","156,622"
2016-08-13,"30,900","136,000","156,622"
2016-08-14,"30,900","136,000","156,622"
2016-08-15,"30,900","136,000","156,622"
2016-08-16,"31,360","133,000","158,224"
2016-08-17,"31,320","135,000","158,224"
2016-08-18,"32,800","132,500","160,428"
2016-08-19,"33,500","132,500","161,229"
2016-08-20,"33,500","132,500","161,229"
2016-08-21,"33,500","132,500","161,229"
2016-08-22,"33,300","132,000","159,226"
2016-08-23,"33,740","132,500","161,429"
2016-08-24,"33,060","135,500","162,631"
2016-08-25,"32,780","136,500","161,028"
2016-08-26,"32,240","135,500","161,229"
2016-08-27,"32,240","135,500","161,229"
2016-08-28,"32,240","135,500","161,229"
2016-08-29,"32,800","134,000","162,230"
2016-08-30,"32,900","132,500","164,433"
2016-08-31,"32,400","133,000","169,240"
2016-09-01,"31,740","131,500","166,036"
2016-09-02,"31,940","135,000","166,436"
2016-09-03,"31,940","135,000","166,436"
2016-09-04,"31,940","135,000","166,436"
2016-09-05,"32,120","139,000","170,241"
2016-09-06,"32,860","139,500","168,839"
2016-09-07,"32,420","139,000","174,648"
2016-09-08,"32,780","139,000","174,047"
2016-09-09,"31,500","139,500","169,641"
2016-09-10,"31,500","139,500","169,641"
2016-09-11,"31,500","139,500","169,641"
2016-09-12,"29,300","138,500","168,239"
2016-09-13,"30,540","138,500","168,439"
2016-09-14,"30,540","138,500","168,439"
2016-09-15,"30,540","138,500","168,439"
2016-09-16,"30,540","138,500","168,439"
2016-09-17,"30,540","138,500","168,439"
2016-09-18,"30,540","138,500","168,439"
2016-09-19,"31,160","137,000","171,443"
2016-09-20,"31,700","138,500","167,438"
2016-09-21,"31,840","138,000","171,243"
2016-09-22,"32,360","138,000","174,848"
2016-09-23,"31,420","142,000","175,849"
2016-09-24,"31,420","142,000","175,849"
2016-09-25,"31,420","142,000","175,849"
2016-09-26,"31,360","140,500","175,449"
2016-09-27,"31,380","141,500","177,051"
2016-09-28,"31,340","138,500","177,652"
2016-09-29,"32,000","139,500","180,256"
2016-09-30,"31,960","135,500","176,851"
2016-10-01,"31,960","135,500","176,851"
